GENERAL LOCATION LONG,SITE_NAME,ENTRY COMPLETE (Yes or No),DEPLOYED? ACTIVELY COLLECTING DATA? (yes or no),AGENCY,PERSON ACCOUNTABLE,RIVER_KM(RKM),GATE_TYPE,INSTRUMENT_SERIAL_NO.,SYSTEM_MAKE,SYSTEM_MODEL,FILENAME,FIRMWARE_VERSION ,AUTO(A)_OR_REALTIME(RT) ,MODEM_IP_ADDRESS,HYDROPHONE_LATITUDE,HYDROPHONE_LONGITUDE,SHORE_POINT_LATITUDE,SHORE_POINT_LONGITUDE,RECEIVER_CLOCK_TIME_SYSTEM,BattStart_DateTime,DAYS_SINCE_POWER_UP,IN_WATER_DATETIME,OUT_WATER_DATETIME,BOTTOM_DEPTH(M),BOTTOM_DEPTH (FT),HYDROPHONE_DEPTH(M),HYDROPHONE_DEPTH(FT),BEACON_TAG_ID (Dec format),BEACON_PRI (SECS),BEACON_LAT,BEACON_LONG,BEACON_TAG_IN_WATER_DATE,BEACON_TAG_OUT_WATER_DATE,MOORING_METHOD,DEPLOYED_BY,RECOVERED_BY,JUSTIFICATION,EXPECTED_STUDY_DURATION,FUNDING_SOURCE,SPECIES_TAGGED,NOTES_DEPLOYMENT_RECOVERY_DATA ,,
MSBC_OldHatch,MSBC_OldHatch,Y,N,USFWS,Austing,511.482,S,2000006,Lotek,WHS 4305S,L2022_2000006.R2.JST,8.2,A,,40.38439,-122.179,40.38439,-122.179,PST,3/24/2022 14:10,,3/25/2022 10:41,6/23/2022 11:43,1.7,,0.8,,6,30,40.38439,-122.179,3/25/2022 10:41,6/23/2022 11:43,Shore Cable,"SEA, RAS","RS,SV",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 2CE0 applied 3/24 14:15 and 3FB4 applied 3/25 10:38 upstream of ATS receiver on shorter cable, Recovery: none, Post recovery: faint red light flashing, test tag 3FB4 applied at 6/23/2022 2:54, test tag detected at start up and then post recovery on 1/1/2012",,
MSBC_Confluence,MSBC_Confluence,Y,N,USFWS,Austing,508.089,S,2000007,Lotek,WHS 4305S,L2022_2000007.R2.JST,8.2,A,,40.35855,-122.174,40.35855,-122.174,PST,3/24/2022 13:00,,3/25/2022 8:40,7/1/2022 12:55,1.2,,0.7,,7,30,40.35855,-122.174,3/25/2022 8:40,7/1/2022 12:55,Shore Cable,"SEA, RAS","RJS, MR",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 2CE0 applied 3/24 13:07 and 3FB4 applied 3/25 08:38, moved upstream approx 5ft to a new deep hole, Recovery: no red light flashing; Post Recovery: no red light flashing, test tag 3fB4 applied at 8:14, step 12 to configure host - error message saying ""SD Card has not been initialized"", no red button to stop logging, only green button, still able to download data, test tags detected at start up only",,
NFBC_WildcatBr,NFBC_WildcatBr,Y,N,USFWS,Austing,536.088,S,2000009,Lotek,WHS 4305S,L2022_2000009.R2.JST,8.2,A,,40.42467,-121.988,40.42467,-121.988,PST,3/24/2022 11:06,,3/25/2022 9:06,6/21/2022 10:25,1.2,,0.5,,9,30,40.42467,-121.988,3/25/2022 9:06,6/21/2022 10:25,Shore Cable,"RJS, CS","CS, SV",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 2CE0 applied 3/24 12:38 and 4170 applied 3/25 09:01, Recovery: no test tag; Post Recovery: 3FB4 applied at 6/22/2022 9:08, no flashing red light, test tag detected at start up and deployment only, only green button to start logging popped up, still able to download data, some wearing of receiever on/near the bottom",,
MSBC_Intake2,MSBC_Intake2,Y,N,USFWS,Austing,519.645,S,2000051,Lotek,WHS 4305S,L2022_2000051.R1.JST,,A,,40.40304,-122.125,40.40304,-122.125,PST,3/22/2022 8:47,,3/23/2022 12:30,6/24/2022 10:00,2.5,,1.2,,52,30,40.40304,-122.125,3/23/2022 12:30,6/24/2022 10:00,Shore Cable,"RAS, RJS","CS, SV",BC Jumpstart,250,USBR,CS,"Deploy: Test tag A398 applied 3/22/22 09:07:42 and 3FB4 on 3/23/22 12:20, Recovery: no data filled in for recovery; Post recovery: red light still flashing very quickly, test tag 3FB4 applied 6/29/2022 at 13:17, top of receiver not tightened all the way, no red button popped up to stop logging, only green button was showing, test tag detections only seen at start-up",,
SFBC_R3B,SFBC_R3B,Y,N,USFWS,Austing,535.268,S,2000052,Lotek,WHS 4305S,L2022_2000052.R2.JST,8.7,A,,40.41854,-121.995,40.41854,-121.995,PST,3/24/2022 13:32,,3/25/2022 8:13,6/21/2022 9:23,1.2,,0.8,,52,30,40.41854,-121.995,3/25/2022 8:13,6/21/2022 9:23,Shore Cable,"RJS, CS","SV, CS",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 2CE0 applied 3/24 13:38 and 4170 applied 3/25 08:11, Recovery: no notes; Post Recovery: after clicking ""Connect via USB"" got an pop-up saying ""SD Card Check failed!!!"" and ""Please ensure that an SD card is properly installed in the receiver."", observed test tag at start up and deployment only, red light still flashing, SD card check - we skipped step 14 because only green light was showing, applied 3FB4 at 6/22/2022 8:46",,
MSBC_BaldwinPool,MSBC_BaldwinPool,Y,N,USFWS,Austing,533.305,S,2000053,Lotek,WHS 4305S,L2022_2000053.R2.JST,8.7,A,,40.42642,-122.01,40.42642,-122.01,PST,3/25/2022 13:41,,3/28/2022 8:50,6/21/2022 12:15,2.5,,1.0,,53,30,40.42642,-122.01,3/28/2022 8:50,6/21/2022 12:15,Shore Cable,"CB, CS","SV, CS",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 4360 applied 3/25/2022 13:43:43 and 3/28/2022 08:50, deployed left of thalwag, 10 ft downstream of Vemco, Recovery: test tag lost; Post Recovery: red light blinking, top of receiver where hydrophone is located was unscrewed slightly, test tag applied at 6/22/2022 at 9:40, test tag detected at start-up only, got error message saying ""SD Card Check failed!!!"" and ""please ensure that an SD card is properly installed in the receiver"", only green button to start logging popped up, still able to download and view data",,
NFBC_TroutFarm,NFBC_TroutFarm,Y,N,USFWS,Austing,540.432,S,2000062,Lotek,WHS 4305S,L2022_2000062.R2.JST,8.7,A,,40.41685,-121.944,40.41685,-121.944,PST,3/24/2022 13:56,,3/25/2022 9:46,6/21/2022 11:10,1.0,,0.5,,62,30,40.41685,-121.944,3/25/2022 9:46,6/21/2022 11:10,Shore Cable,"RJS, CS","SV, CS",BC Jumpstart,250,USBR,CS,"Deploy: Test tag 2CE0 applied 3/24 13:59 and 4170 applied 3/25 09:43, Recovery: test tag lost Post Recovery: red light flashing, 3FB4 applied at 12:06, no red button to stop logging appeared, only green to start logging, but still able to download SD card and view data",,
MSBC_BaldwinPool,MSBC_BaldwinPool,N,Y,USFWS,Austing,,,2100096,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSBC_Confluence,MSBC_Confluence,N,Y,USFWS,Austing,,,2100051,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSBC_BaldwinPool,MSBC_BaldwinPool,N,Y,USFWS,Austing,,,17119,ATS,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_FeederDam,NFBC_FeederDam,N,Y,USFWS,Austing,,,20143,ATS,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_FeederDam,NFBC_FeederDam,N,Y,USFWS,Austing,,,2100094,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBC_R3B,SFBC_R3B,N,Y,USFWS,Austing,,,20097,ATS,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFBC_R3B,SFBC_R3B,N,Y,USFWS,Austing,,,2000009,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_TroutFarm,NFBC_TroutFarm,N,Y,USFWS,Austing,,,2100052,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_TroutFarm,NFBC_TroutFarm,N,Y,USFWS,Austing,,,20093,ATS,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_WildcatBr,NFBC_WildcatBr,N,Y,USFWS,Austing,,,2100062,Lotek,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFBC_WildcatBr,NFBC_WildcatBr,N,Y,USFWS,Austing,,,20096,ATS,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ButteBr,ButteBr2,RT-Ongoing,Y,NOAA-UCSC,Notch,344.11,S,19030,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.37,39.4572,-121.995,39.4572,-121.995,PST,10/20/2021 17:31,363,10/20/2021 17:31,4/12/2022 16:06,,,,,64146,64.3,39.4572,-121.995,,,Bridge Pier,AM,"AM,BA",,,,,"SD card swap, updated firmware",,
ButteBr,ButteBr1,RT-Ongoing,Y,NOAA-UCSC,Notch,344.11,S,18002,Real-Time (ATS),SR3017,,10.47,RT,166.211.168.23,39.4569,-121.995,39.4569,-121.995,PST,10/20/2021 17:31,363,10/20/2021 17:31,4/12/2022 16:15,,,,,64341,59.55,39.4569,-121.995,,,Bridge Pier,AM,"AM,BA",,,,,"SD card swap, updated firmware",,
ButteBr,ButteBr2,RT-Ongoing,Y,NOAA-UCSC,Notch,344.11,S,19030,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.37,39.4572,-121.995,39.4572,-121.995,PST,4/12/2021 16:06,554,4/12/2022 16:06,,,,,,64146,64.3,39.4572,-121.995,,,Bridge Pier,"AM,BA",,,,,,"SD card swap, updated firmware",,
ButteBr,ButteBr1,RT-Ongoing,Y,NOAA-UCSC,Notch,344.11,S,18002,Real-Time (ATS),SR3017,,10.47,RT,166.211.168.23,39.4569,-121.995,39.4569,-121.995,PST,4/12/2022 16:15,189,4/12/2022 16:15,,,,,,64341,59.55,39.4569,-121.995,,,Bridge Pier,"AM,BA",,,,,,"SD card swap, updated firmware",,
MeridanBr,MeridanBr_RT1,RT-Ongoing,Y,NOAA-UCSC,Notch,290.848,S,17134,Real-Time (ATS),SR3017,,10.47,RT,166.161.135.198,39.14556,-121.9182,39.14556,-121.9182,PST,4/14/22 16:25,187,4/14/22 16:25,,3.4,11,2.4,8,10482,61.02,39.14556,-121.9182,4/14/22 16:25,,Piling Pier,"AM, BA",,,,,,"Installed new shore-station on Meridian Bridge. Shore-station and Solar panels are on Bridge subdeck, hydrophone is attached to dolphin pier D/S of bridge. Both recievers on RR. Beacon tag is 6' underwater with flows @ wilkins at 4,100 CFS",,
MeridanBr,MeridanBr_RT2,RT-Ongoing,Y,NOAA-UCSC,Notch,290.848,S,17133,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.39,39.14556,-121.9182,39.14556,-121.9182,PST,4/14/22 16:25,187,4/14/22 16:25,5/13/2022 8:30:00,3.4,11,2.4,8,10484,62.24,39.14556,-121.9182,4/14/22 16:25,,Piling Pier,"AM, BA","JN, HF",,,,,"Installed new shore-station on Meridian Bridge. Shore-station and Solar panels are on Bridge subdeck, hydrophone is attached to dolphin pier D/S of bridge. Both recievers on RR. Beacon tag is 6' underwater with flows @ wilkins at 4,100 CFS",,
MeridanBr,MeridanBr_RT2,RT-Ongoing,Y,NOAA-UCSC,Notch,290.848,S,21151,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.39,39.14556,-121.9182,39.14556,-121.9182,PST,4/14/22 16:25,187,5/13/2022 8:31:00,,3.4,11,2.4,8,10484,62.24,39.14556,-121.9182,4/14/22 16:25,,Piling Pier,"JN, HF",,,,,,"Installed new shore-station on Meridian Bridge. Shore-station and Solar panels are on Bridge subdeck, hydrophone is attached to dolphin pier D/S of bridge. Both recievers on RR. Beacon tag is 6' underwater with flows @ wilkins at 4,100 CFS. Swapped modem since old one would not connect to server, reformat SD card and installed in new receiver",,
TowerBridge,TowerBr1,RT-Ongoing,Y,NOAA-UCSC,Notch,170.75,D,17048,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.254,38.57058,-121.51568,38.57058,-121.51568,PST,10/20/21 12:24,363,10/20/21 12:24,,,,,,10502,60,38.57058,-121.51568,,,Bridge Pier,"JN,AM,CM",,,,,,"Installed ATS shore-station. Used 3 sections of PVC conduit, hydrophone @ 60"" beacon @ 40"" at current flows. New conduit and connections.",,
TowerBridge,TowerBr3,RT-Ongoing,Y,NOAA-UCSC,Notch,170.75,D,18003,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.33,38.58025,-121.50793,38.58025,-121.50793,PST,10/20/21 11:47,364,10/20/21 11:47,01/19/2022 13:47:00,,,,,64090,61.21,38.58025,-121.50793,,,Bridge Pier,"JN,AM,CM",,,,,,SD card swap,,
TowerBridge,TowerBr3,RT-Ongoing,Y,NOAA-UCSC,Notch,170.75,D,18003,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.33,38.58025,-121.50793,38.58025,-121.50793,PST,10/20/21 11:47,364,1/19/22 13:47,03/23/2022 13:40:00,,,,,64090,61.21,38.58025,-121.50793,,,Bridge Pier,JN,"JN, BA",,,,,"Swapped SD card, new SD card, put zip tie over card to prevent future problems",,
TowerBridge,TowerBr3,RT-Ongoing,Y,NOAA-UCSC,Notch,170.75,D,18003,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.33,38.58025,-121.50793,38.58025,-121.50793,PST,10/20/21 11:47,364,03/23/2022 13:40:00,,,,,,64090,61.21,38.58025,-121.50793,,,Bridge Pier,"JN, BA",,,,,,,,
TowerBridge,TowerBr2,RT-Ongoing,Y,NOAA-UCSC,Notch,170.75,D,17126,Real-Time (ATS),SR3017,,10.47,RT,63.43.253.161,38.57117,-121.51629,38.57117,-121.51629,PST,10/20/21 11:20,364,10/20/21 11:20,,,,,,10742,60,38.57117,-121.51629,,,Bridge Pier,"JN,AM,CM",,,,,,"Installed ATS shore-station. New beacon tag. Used 3 sections of PVC conduit, hydrophone @ 60"" beacon @ 40"" at current flows. New conduit and connections.",,
I80-50_Br,I80-50_Br2,RT-Ongoing,Y,NOAA-UCSC,Notch,170.747,D,20080,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.30,38.57117,-121.5163,38.58044,-121.50862,PST,10/20/2021 9:38:00,364,10/20/2021 9:38:00,,,,1.6,5,10050,60,,,,,Bridge Pier,"JN,AM,CM",,,,,,"Installed ATS shore-station. Used 3 sections of PVC conduit, hydrophone @ 60"" beacon @ 40"" at current flows",,
I80-50_Br,I80-50_Br3,RT-Ongoing,Y,NOAA-UCSC,Notch,170.748,D,20075,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.41,38.57117,-121.51629,38.57117,-121.51629,PST,10/19/2021 15:49:00,364,10/19/2021 15:49:00,,,,1.6,5,10478,60,,,,,Bridge Pier,"JN,AM,CM",,,,,,"Installed ATS shore-station. Used 3 sections of PVC conduit, hydrophone @ 60"" beacon @ 40"" at current flows",,
I80-50_Br,I80-50_Br1,RT-Ongoing,Y,NOAA-UCSC,Notch,170.746,D,17128,Real-Time (ATS),SR3017,,10.47,RT,63.46.253.254,38.58046,-121.50871,38.58046,-121.50871,PST,10/19/2021 16:54:00,364,10/19/2021 16:54:00,4/11/2022 16:00:00,,,1.6,5,64086,60.49,38.58046,-121.50871,,,Bridge Pier,"JN,AM,CM","AM,BA",,,,,"Replace solar panel, battery, solar charger, gps antenna.",,
I80-50_Br,I80-50_Br1,RT-Ongoing,Y,NOAA-UCSC,Notch,170.746,D,17128,Real-Time (ATS),SR3017,,10.47,RT,63.46.253.254,38.58046,-121.50871,38.58046,-121.50871,PST,4/11/2021 16:00:00,555,4/11/2022 16:00:00,,,,1.6,5,64086,60.49,38.58046,-121.50871,,,Bridge Pier,"AM,BA",,,,,,"Lowered hydrophone, beacon 2.5' to hopefully see better detection eficiency of beacon tag. Did not work need to try replacing hydrophone/beacon tag.",,
BeniciaW,Benicia01,Y,N,NOAA-UCSC,Notch,52.041,D,17130,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.23,38.04494,-122.127,38.04494,-122.127,PST,10/18/2021 16:29:00,365,10/18/2021 16:29:00,03/10/2022 12:32:00,20,66,2,6,64218,62.01,38.04494,-122.127,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia02,Y,N,NOAA-UCSC,Notch,52.042,D,18008,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.24,38.04377,-122.126,38.04377,-122.126,PST,10/18/2021 16:10:00,365,10/18/2021 16:10:00,03/10/2022 12:24:00,25,82,2,6,64162,60.14,38.04377,-122.126,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia03,Y,N,NOAA-UCSC,Notch,52.043,D,17145,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.253,38.04243,-122.125,38.04243,-122.125,PST,10/18/2021 15:52:00,365,10/18/2021 15:52:00,03/10/2022 12:13:00,23,75,2,6,63834,62.28,38.04243,-122.125,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia04,Y,N,NOAA-UCSC,Notch,52.044,D,17147,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.148,38.04123,-122.124,38.04123,-122.124,PST,10/18/2021 15:43:00,365,10/18/2021 15:43:00,03/10/2022 11:56:00,14,46,2,6,64202,60.28,38.04123,-122.124,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia05,Y,N,NOAA-UCSC,Notch,52.045,D,20046,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.252,38.03994,-122.123,38.03994,-122.123,PST,10/18/2021 15:32:00,365,10/18/2021 15:32:00,03/10/2022 11:48:00,10,33,2,6,64148,63.32,38.03994,-122.123,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia06,Y,N,NOAA-UCSC,Notch,52.046,D,17148,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.251,38.03896,-122.122,38.03896,-122.122,PST,10/18/2021 15:02:00,365,10/18/2021 15:02:00,03/10/2022 11:41:00,13,43,2,6,64338,66.62,38.03896,-122.122,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia07,Y,N,NOAA-UCSC,Notch,52.047,D,17143,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.249,38.03762,-122.121,38.03762,-122.121,PST,10/18/2021 14:50:00,365,10/18/2021 14:50:00,03/10/2022 11:33:00,13,43,2,6,64214,59.96,38.03762,-122.121,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia08,Y,N,NOAA-UCSC,Notch,52.048,D,17146,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.25,38.03645,-122.12,38.03645,-122.12,PST,10/18/2021 14:30:00,365,10/18/2021 14:30:00,03/10/2022 11:20:00,3,10,2,6,64346,58.89,38.03645,-122.12,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia16,Y,N,NOAA-UCSC,Notch,52.243,D,17138,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.32,38.03872,-122.119,38.03872,-122.119,PST,10/18/2021 14:11:00,365,10/18/2021 14:11:00,1/19/2021 13:30:00,13,43,2,6,64210,63.37,38.03872,-122.119,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia16,Y,N,NOAA-UCSC,Notch,52.243,D,21150,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.32,38.03872,-122.119,38.03872,-122.119,PST,1/19/2022 13:40:00,272,1/19/2022 13:40:00,3/10/2022 8:54:00,13,43,2,6,64210,63.37,38.03872,-122.119,,,Bridge Pier,"JN,AM","JN, JF",,,,,"Swapped reciever as old one would not recognize SD card, sending old one for repair.",,
BeniciaE,Benicia15,Y,N,NOAA-UCSC,Notch,52.242,D,17141,Real-Time (ATS),SR3017,,10.47,RT,63.43.253.170,38.04016,-122.12,38.04016,-122.12,PST,10/18/2021 14:04:00,365,10/18/2021 14:04:00,3/10/2022 9:19,17,56,2,6,64106,64.29,38.04016,-122.12,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia14,Y,N,NOAA-UCSC,Notch,52.241,D,17125,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.26,38.04165,-122.121,38.04165,-122.121,PST,10/18/2021 13:54:00,365,10/18/2021 13:54:00,3/10/2022 9:30,17,46,2,6,64138,60,38.04165,-122.121,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia13,Y,N,NOAA-UCSC,Notch,52.24,D,17127,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.29,38.04241,-122.122,38.04241,-122.122,PST,10/18/2021 13:47:00,365,10/18/2021 13:47:00,3/10/2022 9:42,14,52,2,6,64164,60,38.04241,-122.122,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia12,Y,N,NOAA-UCSC,Notch,52.239,D,18006,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.250,38.04337,-122.123,38.04337,-122.123,PST,10/18/2021 13:38:00,365,10/18/2021 13:38:00,3/10/2022 9:54,16,62,2,6,64342,60.46,38.04337,-122.123,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia11,Y,N,NOAA-UCSC,Notch,52.238,D,17135,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.31,38.04529,-122.124,38.04529,-122.124,PST,10/18/2021 13:26:00,365,10/18/2021 13:26:00,3/10/2022 10:09,19,,2,6,64234,60,38.04529,-122.124,,,Bridge Pier,"JN,AM","JN, JF",,,,,"Installed new reciever, SD card holder broke on previous one. Sending in for repair.",,
BeniciaE,Benicia10,Y,N,NOAA-UCSC,Notch,52.237,D,17137,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.28,38.04682,-122.125,38.04682,-122.125,PST,10/18/2021 13:01:00,365,10/18/2021 13:01:00,3/10/2022 10:47,,62,2,6,63142,62.21,38.04682,-122.125,,,Bridge Pier,"JN,AM","JN, JF",,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaE,Benicia09,Y,N,NOAA-UCSC,Notch,52.236,D,18001,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.35,38.04748,-122.125,38.04748,-122.125,PST,10/18/2021 12:27:00,365,10/18/2021 12:27:00,3/10/2022 11:10,19,52,2,6,64042,62.85,38.04748,-122.125,,,Bridge Pier,"JN, JF",,,,,,"SD card swap, Firmware and I.P. address labels updated",,
BeniciaW,Benicia01,RT-Ongoing,Y,NOAA-UCSC,Notch,52.041,D,17130,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.23,38.04494,-122.127,38.04494,-122.127,PST,03/10/2022 12:32:00,222,03/10/2022 12:32:00,,20,66,2,6,64218,62.01,38.04494,-122.127,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaW,Benicia02,RT-Ongoing,Y,NOAA-UCSC,Notch,52.042,D,18008,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.24,38.04377,-122.126,38.04377,-122.126,PST,03/10/2022 12:24:00,222,03/10/2022 12:24:00,,25,82,2,6,64162,60.14,38.04377,-122.126,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaW,Benicia03,RT-Ongoing,Y,NOAA-UCSC,Notch,52.043,D,17145,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.253,38.04243,-122.125,38.04243,-122.125,PST,03/10/2022 12:13:00,222,03/10/2022 12:13:00,,23,75,2,6,63834,62.28,38.04243,-122.125,,,Bridge Pier,"JN, JF",,,,,,"SD card swap/zip tie. Unplugged, replugged hydrophone",,
BeniciaW,Benicia04,RT-Ongoing,Y,NOAA-UCSC,Notch,52.044,D,17147,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.148,38.04123,-122.124,38.04123,-122.124,PST,03/10/2022 11:56:00,223,03/10/2022 11:56:00,,14,46,2,6,64202,60.28,38.04123,-122.124,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie. Removed log in slats near hydrophone PVC,,
BeniciaW,Benicia05,RT-Ongoing,Y,NOAA-UCSC,Notch,52.045,D,20046,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.252,38.03994,-122.123,38.03994,-122.123,PST,03/10/2022 11:48:00,223,03/10/2022 11:48:00,,10,33,2,6,64148,63.32,38.03994,-122.123,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaW,Benicia06,RT-Ongoing,Y,NOAA-UCSC,Notch,52.046,D,17148,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.251,38.03896,-122.122,38.03896,-122.122,PST,03/10/2022 11:41:00,223,03/10/2022 11:41:00,,13,43,2,6,64338,66.62,38.03896,-122.122,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaW,Benicia07,RT-Ongoing,Y,NOAA-UCSC,Notch,52.047,D,17143,Real-Time (ATS),SR3017,,10.47,RT,166.140.138.249,38.03762,-122.121,38.03762,-122.121,PST,03/10/2022 11:33:00,223,03/10/2022 11:33:00,,13,43,2,6,64214,59.96,38.03762,-122.121,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaW,Benicia08,RT-Ongoing,Y,NOAA-UCSC,Notch,52.048,D,17146,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.25,38.03645,-122.12,38.03645,-122.12,PST,03/10/2022 11:20:00,223,03/10/2022 11:20:00,,3,10,2,6,64346,58.89,38.03645,-122.12,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaE,Benicia16,RT-Ongoing,Y,NOAA-UCSC,Notch,52.243,D,21150,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.32,38.03872,-122.119,38.03872,-122.119,PST,3/10/2022 8:54:00,223,3/10/2022 8:54:00,,13,43,2,6,64210,63.37,38.03872,-122.119,,,Bridge Pier,"JN, JF",,,,,,"SD card swap, zip tie, cycled power to modem, modem signal turned on. Disconecter at arrival",,
BeniciaE,Benicia15,RT-Ongoing,Y,NOAA-UCSC,Notch,52.242,D,17141,Real-Time (ATS),SR3017,,10.47,RT,63.43.253.170,38.04016,-122.12,38.04016,-122.12,PST,3/10/2022 9:19,223,3/10/2022 9:19,,17,56,2,6,64106,64.29,38.04016,-122.12,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaE,Benicia14,RT-Ongoing,Y,NOAA-UCSC,Notch,52.241,D,17125,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.26,38.04165,-122.121,38.04165,-122.121,PST,3/10/2022 9:30,223,3/10/2022 9:30,,17,46,2,6,64138,60,38.04165,-122.121,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
BeniciaE,Benicia13,RT-Ongoing,Y,NOAA-UCSC,Notch,52.24,D,17127,Real-Time (ATS),SR3017,,10.47,RT,63.46.249.29,38.04241,-122.122,38.04241,-122.122,PST,3/10/2022 9:42,223,3/10/2022 9:42,,14,52,2,6,64164,60,38.04241,-122.122,,,Bridge Pier,"JN, JF",,,,,,SD card swap/zip tie,,
